priority,date,timestamp,datetime,tag,zone,message,possible_cause,is_bad_actor
Medium,2026-05-12,08:26:59.900,2026-05-12T08:26:59.900,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:27:00.900,2026-05-12T08:27:00.900,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:27:02.900,2026-05-12T08:27:02.900,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:27:05.900,2026-05-12T08:27:05.900,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:27:11.900,2026-05-12T08:27:11.900,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:27:19.900,2026-05-12T08:27:19.900,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:27:22.900,2026-05-12T08:27:22.900,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
High,2026-05-12,08:27:24.900,2026-05-12T08:27:24.900,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:27:30.900,2026-05-12T08:27:30.900,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
Medium,2026-05-12,08:27:31.000,2026-05-12T08:27:31.000,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:27:39.000,2026-05-12T08:27:39.000,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:27:41.000,2026-05-12T08:27:41.000,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:27:42.000,2026-05-12T08:27:42.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:27:42.100,2026-05-12T08:27:42.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:27:44.100,2026-05-12T08:27:44.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:27:50.100,2026-05-12T08:27:50.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:28:00.100,2026-05-12T08:28:00.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:28:12.100,2026-05-12T08:28:12.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:28:16.100,2026-05-12T08:28:16.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:28:27.100,2026-05-12T08:28:27.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:28:28.100,2026-05-12T08:28:28.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:28:29.100,2026-05-12T08:28:29.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:28:35.100,2026-05-12T08:28:35.100,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:28:51.100,2026-05-12T08:28:51.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:28:54.100,2026-05-12T08:28:54.100,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
High,2026-05-12,08:28:57.100,2026-05-12T08:28:57.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:29:07.100,2026-05-12T08:29:07.100,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:29:10.100,2026-05-12T08:29:10.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:29:11.100,2026-05-12T08:29:11.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:29:19.100,2026-05-12T08:29:19.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:29:27.100,2026-05-12T08:29:27.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:29:29.100,2026-05-12T08:29:29.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:29:33.100,2026-05-12T08:29:33.100,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
Medium,2026-05-12,08:29:40.100,2026-05-12T08:29:40.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:29:54.100,2026-05-12T08:29:54.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:30:07.100,2026-05-12T08:30:07.100,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:30:10.100,2026-05-12T08:30:10.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:30:17.100,2026-05-12T08:30:17.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:30:17.200,2026-05-12T08:30:17.200,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
High,2026-05-12,08:30:18.200,2026-05-12T08:30:18.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:30:22.200,2026-05-12T08:30:22.200,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
Low,2026-05-12,08:30:25.200,2026-05-12T08:30:25.200,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:30:28.200,2026-05-12T08:30:28.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:30:28.300,2026-05-12T08:30:28.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:30:29.300,2026-05-12T08:30:29.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:30:30.300,2026-05-12T08:30:30.300,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
Medium,2026-05-12,08:30:35.300,2026-05-12T08:30:35.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:30:37.300,2026-05-12T08:30:37.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:30:38.300,2026-05-12T08:30:38.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:30:48.300,2026-05-12T08:30:48.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:30:55.300,2026-05-12T08:30:55.300,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
Medium,2026-05-12,08:31:02.300,2026-05-12T08:31:02.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:31:03.300,2026-05-12T08:31:03.300,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:31:10.300,2026-05-12T08:31:10.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:31:12.300,2026-05-12T08:31:12.300,Flow_Variance,Boiler Unit,Critical threshold broken for Flow_Variance,Нестабильный расход. Частичное засорение трубопровода.,0
Medium,2026-05-12,08:31:16.300,2026-05-12T08:31:16.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:31:22.300,2026-05-12T08:31:22.300,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:31:24.300,2026-05-12T08:31:24.300,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:31:26.300,2026-05-12T08:31:26.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:31:29.300,2026-05-12T08:31:29.300,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:31:40.300,2026-05-12T08:31:40.300,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:31:53.300,2026-05-12T08:31:53.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:32:02.300,2026-05-12T08:32:02.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:32:03.300,2026-05-12T08:32:03.300,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:32:13.300,2026-05-12T08:32:13.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:32:13.400,2026-05-12T08:32:13.400,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:32:14.400,2026-05-12T08:32:14.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:32:19.400,2026-05-12T08:32:19.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:32:26.400,2026-05-12T08:32:26.400,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:32:28.400,2026-05-12T08:32:28.400,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
High,2026-05-12,08:32:29.400,2026-05-12T08:32:29.400,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
High,2026-05-12,08:32:30.400,2026-05-12T08:32:30.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:32:41.400,2026-05-12T08:32:41.400,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:32:42.400,2026-05-12T08:32:42.400,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:32:43.400,2026-05-12T08:32:43.400,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:32:49.400,2026-05-12T08:32:49.400,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:32:50.400,2026-05-12T08:32:50.400,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:32:59.400,2026-05-12T08:32:59.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:32:59.500,2026-05-12T08:32:59.500,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:33:11.500,2026-05-12T08:33:11.500,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:33:15.500,2026-05-12T08:33:15.500,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:33:16.500,2026-05-12T08:33:16.500,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:33:23.500,2026-05-12T08:33:23.500,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:33:26.500,2026-05-12T08:33:26.500,Flow_Restrict,Heat Exchanger C,Critical threshold broken for Flow_Restrict,Ограничение потока. Частичное перекрытие прохода.,0
Medium,2026-05-12,08:33:36.500,2026-05-12T08:33:36.500,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:33:39.500,2026-05-12T08:33:39.500,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:33:40.500,2026-05-12T08:33:40.500,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:33:55.500,2026-05-12T08:33:55.500,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Low,2026-05-12,08:33:56.500,2026-05-12T08:33:56.500,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
Medium,2026-05-12,08:33:58.500,2026-05-12T08:33:58.500,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:34:02.500,2026-05-12T08:34:02.500,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:34:02.600,2026-05-12T08:34:02.600,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:34:14.600,2026-05-12T08:34:14.600,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:34:28.600,2026-05-12T08:34:28.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:34:32.600,2026-05-12T08:34:32.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:34:34.600,2026-05-12T08:34:34.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:34:37.600,2026-05-12T08:34:37.600,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:34:38.600,2026-05-12T08:34:38.600,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:34:43.600,2026-05-12T08:34:43.600,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:34:43.700,2026-05-12T08:34:43.700,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:34:45.700,2026-05-12T08:34:45.700,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:34:46.700,2026-05-12T08:34:46.700,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:34:46.800,2026-05-12T08:34:46.800,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:34:51.800,2026-05-12T08:34:51.800,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:35:00.800,2026-05-12T08:35:00.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:35:01.800,2026-05-12T08:35:01.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:35:18.800,2026-05-12T08:35:18.800,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:35:21.800,2026-05-12T08:35:21.800,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:35:31.800,2026-05-12T08:35:31.800,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
High,2026-05-12,08:35:41.800,2026-05-12T08:35:41.800,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:35:45.800,2026-05-12T08:35:45.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:35:51.800,2026-05-12T08:35:51.800,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Low,2026-05-12,08:36:00.800,2026-05-12T08:36:00.800,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
High,2026-05-12,08:36:08.800,2026-05-12T08:36:08.800,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:36:15.800,2026-05-12T08:36:15.800,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
Medium,2026-05-12,08:36:16.800,2026-05-12T08:36:16.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:36:19.800,2026-05-12T08:36:19.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:36:20.800,2026-05-12T08:36:20.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:36:22.800,2026-05-12T08:36:22.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:36:26.800,2026-05-12T08:36:26.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:36:28.800,2026-05-12T08:36:28.800,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:36:37.800,2026-05-12T08:36:37.800,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:36:37.900,2026-05-12T08:36:37.900,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
High,2026-05-12,08:36:41.900,2026-05-12T08:36:41.900,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
Medium,2026-05-12,08:36:43.900,2026-05-12T08:36:43.900,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:36:51.900,2026-05-12T08:36:51.900,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:36:52.000,2026-05-12T08:36:52.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:36:54.000,2026-05-12T08:36:54.000,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
Medium,2026-05-12,08:36:59.000,2026-05-12T08:36:59.000,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
